town,ward,precinct,office,district,party,candidate,votes
Chesterfield,,,U.S. Senate,,Democratic,Total Votes Cast,13
Chester,,,U.S. House,1st,Republican,All Others,0
Mashpee,,,State Senate,Cape and Islands,Republican,All Others,0
Groveland,,,U.S. Senate,,Democratic,All Others,4
Bourne,,,State House,2nd Plymouth,Republican,Total Votes Cast,169
Wrentham,,,State House,9th Norfolk,Republican,Blank Votes,16
Leicester,,,U.S. Senate,,Democratic,Edward M. Kennedy,440
Worcester,,,State House,14th Worcester,Democratic,James Brendan Leary,2587
S. Hadley,,,Governor's Council,8th,Republican,Total Votes Cast,49
Paxton,,,U.S. Senate,,Libertarian,All Others,0
Ashland,,,State House,7th Middlesex,,Total Votes Cast,200
Berkley,,,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,9
Pepperell,,,Governor's Council,3rd,Democratic,Blank Votes,98
Conway,,,State House,1st Franklin,Democratic,All Others,0
Falmouth,,,U.S. Senate,,Democratic,Total Votes Cast,2082
Agawam,,,Governor's Council,8th,Republican,Marshall T. Moriarty,62
Ashfield,,,U.S. Senate,,Republican,"Jack E. Robinson, III",14
Lancaster,,,U.S. Senate,,Republican,All Others,4
Belmont,,,State House,9th Middlesex,Democratic,Thomas M. Stanley,58
Wales,,,U.S. House,2nd,Democratic,Blank Votes,2
Westfield,,,U.S. Senate,,Republican,Blank Votes,57
Foxborough,,,U.S. Senate,,Democratic,Blank Votes,61
Lanesborough,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",36
Colrain,,,U.S. Senate,,Republican,"Jack E. Robinson, III",10
Georgetown,,,State Senate,1st Essex and Middlesex,Republican,All Others,0
Easton,,,U.S. House,9th,Democratic,Total Votes Cast,137
Plymouth,,,State House,1st Plymouth,Republican,Vinny M. deMacedo,1211
Shutesbury,,,U.S. Senate,,Republican,Total Votes Cast,9
TOTALS,,,State House,2nd Hampshire,Democratic,Nancy Flavin,366
Swansea,,,U.S. Senate,,Libertarian,All Others,1
Foxborough,,,U.S. House,4th,Libertarian,Total Votes Cast,2
W. Newbury,,,State House,2nd Essex,Democratic,Harriett L. Stanley,104
Canton,,,U.S. House,9th,Republican,Blank Votes,16
Harvard,,,State House,2nd Middlesex,Libertarian,"Joseph Fischetti, Jr.",2
Plainfield,,,U.S. Senate,,Republican,Blank Votes,4
Braintree,,,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1006
N. Andover,,,U.S. House,6th,Republican,Paul McCarthy,210
Milford,,,U.S. Senate,,Democratic,All Others,9
Savoy,,,State House,1st Berkshire,Democratic,All Others,0
Falmouth,,,Governor's Council,1st,Democratic,Total Votes Cast,2082
Shirley,,,State Senate,Middlesex and Worcester,Libertarian,Total Votes Cast,6
Abington,,,U.S. House,10th,Democratic,William D. Delahunt,817
Bridgewater,,,Governor's Council,1st,Democratic,John Thomas Saunders,213
Plymouth,,,State House,12th Plymouth,Republican,Blank Votes,59
Newbury,,,State House,2nd Essex,Democratic,Total Votes Cast,103
TOTALS,,,State Senate,2nd Bristol,Democratic,Mark C. Montigny,8499
Millis,,,U.S. Senate,,Democratic,Blank Votes,13
Grafton,,,State Senate,2nd Worcester,Democratic,Blank Votes,82
Lynn,,,U.S. House,6th,Republican,Blank Votes,106
TOTALS,,,State House,3rd Barnstable,Democratic,Blank Votes,83
Orleans,,,U.S. House,10th,Democratic,William D. Delahunt,97
Royalston,,,U.S. Senate,,Democratic,All Others,0
Falmouth,,,U.S. Senate,,Libertarian,Carla A. Howell,7
Millis,,,State Senate,"Norfolk, Bristol and Middlesex",Democratic,All Others,2
Warren,,,U.S. Senate,,Republican,Total Votes Cast,22
Milford,,,Governor's Council,7th,Democratic,Dennis P. McManus,817
Windsor,,,U.S. House,1st,Republican,Peter J. Abair,10
Dudley,,,State House,7th Worcester,Republican,Blank Votes,1
W. Bridgewater,,,State House,10th Plymouth,Democratic,Blank Votes,29
Pittsfield,,,State House,4th Berkshire,Democratic,Blank Votes,24
Rochester,,,U.S. House,4th,Libertarian,Total Votes Cast,3
Boston,,,State House,13th Suffolk,Democratic,Total Votes Cast,1227
Cambridge,,,U.S. Senate,,Libertarian,All Others,0
Leyden,,,Governor's Council,8th,Democratic,All Others,0
Beverly,,,U.S. House,6th,Republican,All Others,1
Hanover,,,Governor's Council,2nd,Democratic,Terence J. O'Malley,142
Marion,,,U.S. Senate,,Democratic,Edward M. Kennedy,255
Sturbridge,,,State House,6th Worcester,Democratic,Total Votes Cast,395
Saugus,,,State House,9th Essex,Republican,Blank Votes,424
Lowell,,,U.S. House,5th,Democratic,Total Votes Cast,4133
Clinton,,,U.S. House,3rd,Democratic,Total Votes Cast,2043
Wareham,,,U.S. Senate,,Democratic,Blank Votes,76
Longmeadow,,,State House,2nd Hampden,Republican,Total Votes Cast,145
Foxborough,,,U.S. House,4th,Republican,All Others,0
Mashpee,,,State Senate,Cape and Islands,Democratic,Edward D. Lamperti,316
Otis,,,U.S. Senate,,Republican,Blank Votes,0
Tisbury,,,U.S. House,10th,Republican,Total Votes Cast,50
Richmond,,,U.S. House,1st,Democratic,John W. Olver,16
Framingham,,,State House,7th Middlesex,Republican,Total Votes Cast,189
Wellfleet,,,U.S. Senate,,Democratic,All Others,0
New Braintree,,,U.S. House,1st,Democratic,John W. Olver,56
Florida,,,State House,1st Berkshire,Democratic,All Others,0
Scituate,,,U.S. Senate,,Libertarian,Blank Votes,0
Sturbridge,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,568
Erving,,,State House,2nd Franklin,Democratic,Blank Votes,1
Dighton,,,Governor's Council,1st,Democratic,Blank Votes,53
Rowley,,,State House,2nd Essex,Republican,All Others,1
Pelham,,,State Senate,Hampshire and Franklin,Democratic,Total Votes Cast,28
Shrewsbury,,,State House,11th Worcester,Republican,Blank Votes,47
Fitchburg,,,U.S. Senate,,Democratic,Edward M. Kennedy,744
E. Bridgewater,,,U.S. Senate,,Democratic,All Others,2
Wenham,,,Governor's Council,5th,Democratic,All Others,0
Plainfield,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,20
Paxton,,,Governor's Council,7th,Democratic,Blank Votes,280
Pelham,,,State House,3rd Hampshire,Democratic,All Others,1
TOTALS,,,State House,1st Berkshire,Democratic,Total Votes Cast,460
Westborough,,,Governor's Council,2nd,Democratic,All Others,0
Ashby,,,U.S. Senate,,Libertarian,All Others,0
TOTALS,,,State House,2nd Barnstable,Republican,Lawrence A. Zalis,749
New Salem,,,U.S. Senate,,Democratic,Total Votes Cast,10
Huntington,,,U.S. Senate,,Republican,All Others,2
Hopkinton,,,State House,8th Middlesex,Republican,Paul P.J. Loscocco,203
Lee,,,Governor's Council,8th,Republican,Blank Votes,18
Savoy,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Blank Votes,2
Northampton,,,Governor's Council,8th,Democratic,All Others,6
Reading,,,Governor's Council,6th,Democratic,All Others,2
Mount Washington,,,U.S. House,1st,Democratic,Blank Votes,2
Hanover,,,U.S. Senate,,Libertarian,All Others,0
Richmond,,,U.S. House,1st,Republican,All Others,0
Middleborough,,,U.S. Senate,,Republican,"Jack E. Robinson, III",202
Springfield,,,Governor's Council,8th,Democratic,Total Votes Cast,8600
Great Barrington,,,Governor's Council,8th,Republican,All Others,1
Medfield,,,U.S. House,9th,Democratic,John Joseph Moakley,220
Northampton,,,U.S. Senate,,Democratic,Total Votes Cast,636
TOTALS,,,State House,17th Essex,Democratic,Blank Votes,598
TOTALS,,,State House,6th Plymouth,Democratic,Blank Votes,1034
Provincetown,,,State Senate,Cape and Islands,Republican,Total Votes Cast,14
Sturbridge,,,U.S. House,2nd,Democratic,All Others,0
Savoy,,,U.S. Senate,,Republican,All Others,0
Boston,,,State House,7th Suffolk,Democratic,Gloria L. Fox,774
Waltham,,,State Senate,5th Middlesex,Democratic,Susan C. Fargo,1367
Rutland,,,U.S. House,3rd,Democratic,Total Votes Cast,356
Southbridge,,,U.S. Senate,,Republican,All Others,0
Heath,,,State House,2nd Franklin,Democratic,Blank Votes,0
Methuen,,,U.S. House,5th,Democratic,Thomas P. Tierney,522
Salisbury,,,State Senate,3rd Essex,Democratic,Blank Votes,160
Hancock,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,6
Sherborn,,,U.S. House,4th,Republican,Blank Votes,7
Maynard,,,State House,13th Middlesex,Republican,Susan W. Pope,106
W. Bridgewater,,,U.S. House,4th,Libertarian,All Others,0
Belmont,,,U.S. Senate,,Republican,Blank Votes,89
Westborough,,,Governor's Council,2nd,Democratic,Terence J. O'Malley,25
Billerica,,,U.S. House,5th,Democratic,Total Votes Cast,1202
Buckland,,,U.S. Senate,,Republican,Total Votes Cast,13
TOTALS,,,State House,12th Essex,Democratic,All Others,36
Gill,,,Governor's Council,8th,Republican,All Others,0
Stoneham,,,U.S. Senate,,Libertarian,Carla A. Howell,3
Danvers,,,U.S. Senate,,Libertarian,All Others,0
Wenham,,,U.S. Senate,,Libertarian,Carla A. Howell,1
Northampton,,,State Senate,Hampshire and Franklin,Libertarian,Total Votes Cast,3
Middleton,,,U.S. Senate,,Republican,Total Votes Cast,113
Hanover,,,U.S. Senate,,Democratic,All Others,11
Yarmouth,,,State Senate,Cape and Islands,Democratic,Edward D. Lamperti,340
Andover,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,468
Carlisle,,,State Senate,5th Middlesex,Republican,Andrew B. Pryor,67
Wakefield,,,U.S. Senate,,Democratic,Edward M. Kennedy,524
Boxford,,,Governor's Council,5th,Democratic,Blank Votes,12
Sharon,,,U.S. Senate,,Democratic,All Others,1
Freetown,,,U.S. House,4th,Republican,Blank Votes,18
Oxford,,,Governor's Council,7th,Democratic,Total Votes Cast,673
TOTALS,,,State House,11th Plymouth,Democratic,All Others,7
Hubbardston,,,U.S. House,1st,Democratic,Blank Votes,17
N. Attleborough,,,U.S. Senate,,Republican,"Jack E. Robinson, III",218
N. Reading,,,U.S. Senate,,Libertarian,Total Votes Cast,6
Woburn,,,Governor's Council,6th,Democratic,Total Votes Cast,1891
Shelburne,,,State House,2nd Berkshire,Democratic,Blank Votes,6
Waltham,,,State House,9th Middlesex,Democratic,Mila Ruth Tarallo,1122
Sturbridge,,,State House,6th Worcester,Republican,Blank Votes,3
Leicester,,,U.S. House,2nd,Democratic,All Others,2
Millis,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,Total Votes Cast,102
Washington,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,All Others,0
Hardwick,,,State House,5th Worcester,Republican,Total Votes Cast,27
W. Brookfield,,,U.S. Senate,,Libertarian,Carla A. Howell,2
Taunton,,,U.S. House,9th,Democratic,John Joseph Moakley,1137
Palmer,,,U.S. Senate,,Republican,Total Votes Cast,75
Holbrook,,,State House,3rd Norfolk,Democratic,Blank Votes,48
Wareham,,,Governor's Council,1st,Democratic,All Others,1
Waltham,,,U.S. House,7th,Democratic,Total Votes Cast,3617
Petersham,,,State House,5th Worcester,Republican,All Others,0
Millis,,,U.S. Senate,,Republican,"Jack E. Robinson, III",69
Andover,,,U.S. Senate,,Libertarian,Total Votes Cast,5
Norwood,,,Governor's Council,2nd,Democratic,Blank Votes,188
Northborough,,,Governor's Council,3rd,Democratic,All Others,0
Longmeadow,,,State Senate,1st Hampden and Hampshire,Republican,Brian P. Lees,129
Groveland,,,Governor's Council,5th,Democratic,Patricia A. Dowling,81
Methuen,,,State House,15th Essex,Democratic,"Arthur J. Broadhurst, Jr.",1524
Gosnold,,,U.S. Senate,,Republican,All Others,0
Fitchburg,,,State Senate,Worcester and Middlesex,Democratic,Blank Votes,189
Spencer,,,Governor's Council,7th,Democratic,Blank Votes,89
Worcester,,,State Senate,2nd Worcester,Democratic,Blank Votes,897
Leverett,,,U.S. House,1st,Republican,All Others,0
Orleans,,,U.S. House,10th,Republican,All Others,0
TOTALS,,,State Senate,5th Middlesex,Republican,Total Votes Cast,2093
Bedford,,,Governor's Council,3rd,Democratic,Manlyn Petitto M. Devaney,156
Winthrop,,,State House,19th Suffolk,Democratic,Blank Votes,94
Wakefield,,,U.S. Senate,,Democratic,All Others,5
Edgartown,,,Governor's Council,1st,Democratic,Blank Votes,20
Harwich,,,Governor's Council,1st,Democratic,Blank Votes,18
Lexington,,,State House,15th Middlesex,Democratic,Blank Votes,224
Norton,,,U.S. Senate,,Libertarian,All Others,0
Ashfield,,,U.S. House,1st,Republican,All Others,0
New Marlborough,,,U.S. House,1st,Republican,All Others,0
TOTALS,,,State House,9th Middlesex,Democratic,Total Votes Cast,2930
Boston,,,State House,9th Suffolk,,All Others,0
Gill,,,U.S. House,1st,Democratic,All Others,0
Wareham,,,U.S. Senate,,Democratic,Total Votes Cast,810
Wenham,,,U.S. Senate,,Libertarian,All Others,0
Winchendon,,,U.S. Senate,,Republican,All Others,1
Medford,,,State House,38th Middlesex,Republican,Blank Votes,55
Granby,,,U.S. House,1st,Republican,Total Votes Cast,117
Millis,,,State House,5th Middlesex,Democratic,David Paul Linsky,58
Beverly,,,U.S. House,6th,Republican,Total Votes Cast,559
Leominster,,,Governor's Council,7th,Democratic,All Others,1
Montgomery,,,U.S. Senate,,Democratic,Total Votes Cast,7
Douglas,,,U.S. House,2nd,Democratic,Joseph R. Fountain,17
Sterling,,,Governor's Council,7th,Democratic,All Others,0
Swansea,,,Governor's Council,1st,Democratic,Total Votes Cast,1640
Holden,,,State Senate,1st Worcester,Republican,Christopher P. LoConto,361
New Bedford,,,U.S. House,4th,Republican,All Others,15
Middlefield,,,State House,2nd Berkshire,Republican,All Others,0
Russell,,,U.S. House,1st,Republican,All Others,0
Medway,,,State House,8th Middlesex,Republican,Total Votes Cast,139
Harwich,,,State House,4th Barnstable,Republican,All Others,1
Deerfield,,,Governor's Council,8th,Republican,Total Votes Cast,19
Mattapoisett,,,U.S. Senate,,Democratic,Edward M. Kennedy,236
W. Stockbridge,,,State House,4th Berkshire,Democratic,All Others,1
Milton,,,U.S. Senate,,Democratic,Edward M. Kennedy,1438
Easthampton,,,U.S. Senate,,Democratic,Blank Votes,23
Pembroke,,,U.S. House,4th,Democratic,Total Votes Cast,471
Milton,,,U.S. Senate,,Republican,All Others,0
Worcester,,,State House,13th Worcester,Democratic,Brian A. O'Connell,1399
Hancock,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,9
Ashland,,,State House,7th Middlesex,Democratic,John A. Stefanini,158
N. Attleborough,,,Governor's Council,2nd,Democratic,Blank Votes,34
Rehoboth,,,U.S. Senate,,Republican,"Jack E. Robinson, III",49
Nantucket,,,State Senate,Cape and Islands,Republican,All Others,2
Haverhill,,,U.S. House,6th,Republican,Blank Votes,197
Millis,,,U.S. Senate,,Libertarian,Total Votes Cast,10
Monterey,,,U.S. Senate,,Democratic,Blank Votes,1
Millbury,,,U.S. House,2nd,Democratic,Total Votes Cast,598
W. Bridgewater,,,U.S. House,4th,Democratic,Total Votes Cast,188
Leyden,,,State House,2nd Franklin,Democratic,Blank Votes,1
Randolph,,,U.S. Senate,,Republican,All Others,5
Shutesbury,,,Governor's Council,8th,Democratic,Total Votes Cast,46
Middleborough,,,State Senate,1st Plymouth and Bristol,Democratic,Total Votes Cast,432
Sherborn,,,U.S. Senate,,Republican,"Jack E. Robinson, III",39
New Marlborough,,,U.S. House,1st,Democratic,All Others,1
Clarksburg,,,U.S. House,1st,Democratic,All Others,0
E. Longmeadow,,,State House,2nd Hampden,Libertarian,Blank Votes,1
Raynham,,,State Senate,1st Plymouth and Bristol,Republican,Total Votes Cast,103
Sherborn,,,U.S. Senate,,Democratic,Total Votes Cast,89
TOTALS,,,State House,24th Middlesex,Democratic,All Others,12
Holbrook,,,State House,3rd Norfolk,Democratic,Ronald Mariano,189
Bedford,,,U.S. House,6th,Democratic,All Others,0
Medway,,,Governor's Council,2nd,Democratic,All Others,0
TOTALS,,,State House,16th Middlesex,Republican,Carol C. Cleven,405
Lanesborough,,,U.S. Senate,,Republican,Total Votes Cast,27
Mashpee,,,State Senate,Cape and Islands,Republican,Henri S Rauschenbach,277
Halifax,,,U.S. Senate,,Libertarian,Blank Votes,0
Gloucester,,,State House,5th Essex,Democratic,Blank Votes,0
Lowell,,,U.S. Senate,,Democratic,Total Votes Cast,4133
Waltham,,,Governor's Council,3rd,Democratic,All Others,0
Clarksburg,,,Governor's Council,8th,Republican,Marshall T. Moriarty,12
Belmont,,,U.S. Senate,,Democratic,Edward M. Kennedy,989
Wellesley,,,U.S. House,4th,Republican,All Others,0
Springfield,,,State House,2nd Hampden,Republican,Blank Votes,1
Rochester,,,U.S. Senate,,Libertarian,Total Votes Cast,3
Phillipston,,,U.S. House,1st,Democratic,John W. Olver,26
Boston,,,Governor's Council,3rd,Democratic,All Others,0
Essex,,,U.S. Senate,,Democratic,Blank Votes,7
Boston,,,State Senate,Suffolk and Middlesex,Democratic,Robert E. Travaglini,965
Attleboro,,,Governor's Council,2nd,Democratic,Terence J. O'Malley,114
Springfield,,,State House,13th Hampden,Democratic,Gale D. Candaras,398
Clinton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",98
Littleton,,,U.S. House,5th,Democratic,Joseph F. Osbadeston,40
Northborough,,,State House,4th Middlesex,Democratic,All Others,0
Ashfield,,,Governor's Council,8th,Republican,Total Votes Cast,15
Ayer,,,State House,1st Middlesex,,All Others,0
Dudley,,,State House,7th Worcester,Democratic,Blank Votes,55
Buckland,,,U.S. House,1st,Republican,Total Votes Cast,13
Waltham,,,State Senate,Middlesex and Suffolk,Democratic,Blank Votes,557
Franklin,,,State House,10th Norfolk,Democratic,Total Votes Cast,478
Rockland,,,U.S. House,4th,Republican,Martin D. Travis,51
TOTALS,,,State House,39th Middlesex,Republican,Total Votes Cast,444
Sharon,,,U.S. House,4th,Republican,Martin D. Travis,39
W. Stockbridge,,,State House,4th Berkshire,Democratic,Christopher J. Hodgkins,17
Newton,,,U.S. Senate,,Democratic,All Others,0
Westwood,,,State Senate,Norfolk and Suffolk,Democratic,Total Votes Cast,398
Bedford,,,State Senate,5th Middlesex,Republican,Total Votes Cast,228
Worcester,,,State Senate,1st Worcester,Democratic,Blank Votes,599
Harwich,,,U.S. Senate,,Democratic,Total Votes Cast,202
Somerville,,,State House,29th Middlesex,Democratic,Total Votes Cast,1225
Lancaster,,,U.S. Senate,,Republican,Total Votes Cast,74
Lexington,,,State Senate,5th Middlesex,Republican,All Others,0
W. Boylston,,,State House,12th Worcester,Republican,Total Votes Cast,55
N. Attleborough,,,U.S. Senate,,Democratic,Blank Votes,32
Clarksburg,,,Governor's Council,8th,Republican,Total Votes Cast,13
Douglas,,,Governor's Council,7th,Democratic,Total Votes Cast,97
Littleton,,,U.S. House,5th,Democratic,All Others,0
Winthrop,,,U.S. House,7th,Democratic,All Others,2
Falmouth,,,State House,3rd Barnstable,Republican,Total Votes Cast,471
Plympton,,,State House,12th Plymouth,Democratic,All Others,0
TOTALS,,,State House,22nd Middlesex,Republican,Total Votes Cast,734
Edgartown,,,State Senate,Cape and Islands,Republican,Blank Votes,6
Holliston,,,U.S. Senate,,Republican,Total Votes Cast,377
Athol,,,U.S. Senate,,Republican,"Jack E. Robinson, III",36
Spencer,,,U.S. House,2nd,Democratic,Blank Votes,24
Dunstable,,,Governor's Council,3rd,Democratic,Ruth E. Nemzoff,30
N. Reading,,,U.S. House,6th,Republican,Blank Votes,32
Weston,,,Governor's Council,3rd,Democratic,All Others,1
Needham,,,State House,13th Norfolk,Republican,All Others,1
Southampton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",17
